152801	 3855581	 4345542	 1009440	996519	990269	954340	947627	816087	809189	806723	720729	664158	593544	586332	565897	555079	553272	536135	523025	511006	348167	319214	286686	273179	260976	208595	197222	188674	166838	164216	146154	144260	106543	100149	 11136		5364	698164	 1920715	 2034243	 2263183	 2678325	847142	779409	 2963287	 3148512	 3183891	 1136782	646961	 3906666	822879	 4164932	 4314491	 4378332	 4387271	 4397763	 4431405	 4439229	 4448694	 4468812	 4472218
152801	 0.000000	0.240242	0.268506	0.469044	0.467699	0.430013	0.469044	0.481830	0.443472	0.436070	0.471063	0.436070	0.444818	0.458277	0.464334	0.481830	0.462988	0.450875	0.446837	0.471063	0.430686	0.463661	0.446164	0.464334	0.446164	0.471063	0.445491	0.444145	0.446837	0.458277	0.452221	0.451548	0.473755	0.422611	0.442799	0.465680	0.451548	0.437416	0.478466	0.453567	0.442127	0.430686	0.430686	0.442127	0.446837	0.434724	0.431359	0.475774	0.471736	0.437416	0.436070	0.462315	0.434724	0.457604	0.436070	0.458277	0.422611	0.469044	0.466353	0.440108	0.426649
3855581	0.240242	0.000000	0.279273	0.413863	0.410498	0.482503	0.397712	0.410498	0.495962	0.489233	0.411844	0.443472	0.458950	0.488560	0.447510	0.409825	0.452894	0.468371	0.486541	0.426649	0.425303	0.512113	0.436743	0.478466	0.440781	0.442127	0.421265	0.421938	0.438089	0.485195	0.514132	0.506729	0.405787	0.491252	0.502692	0.476447	0.468371	0.493943	0.458277	0.435397	0.462315	0.491252	0.483849	0.484522	0.470390	0.486541	0.469044	0.500000	0.456258	0.482503	0.468371	0.403096	0.489906	0.422611	0.427322	0.446164	0.482503	0.502692	0.449529	0.485868	0.494616
4345542	0.268506	0.279273	0.000000	0.439435	0.437416	0.450875	0.434724	0.444818	0.469717	0.455585	0.439435	0.416555	0.426649	0.464334	0.426649	0.462315	0.425976	0.422611	0.461642	0.457604	0.442127	0.467699	0.444818	0.445491	0.446164	0.434724	0.442127	0.446164	0.440781	0.460969	0.480485	0.471736	0.454240	0.447510	0.472409	0.440108	0.432032	0.448183	0.427995	0.453567	0.422611	0.446164	0.448183	0.450875	0.429341	0.458277	0.427322	0.456931	0.448183	0.468371	0.448183	0.435397	0.456258	0.415209	0.419919	0.448856	0.441454	0.465680	0.465007	0.460969	0.453567
1009440	0.469044	0.413863	0.439435	0.000000	0.213997	0.215343	0.158143	0.141992	0.300135	0.263122	0.140646	0.221400	0.248318	0.207941	0.197847	0.175639	0.197847	0.200538	0.246299	0.183042	0.164199	0.244953	0.160834	0.232840	0.168237	0.195155	0.193809	0.168910	0.160834	0.228129	0.257739	0.244280	0.162180	0.169583	0.244280	0.211306	0.134590	0.226110	0.236205	0.222073	0.205249	0.241588	0.233513	0.199192	0.223419	0.179677	0.217362	0.269852	0.189771	0.283984	0.257066	0.134590	0.255047	0.155451	0.140646	0.166218	0.264468	0.251682	0.237550	0.220054	0.216016
996519	 0.467699	0.410498	0.437416	0.213997	0.000000	0.270525	0.213324	0.213997	0.263795	0.232167	0.187752	0.263795	0.200538	0.271871	0.231494	0.226783	0.227456	0.259758	0.300135	0.243607	0.201211	0.290713	0.216689	0.253028	0.209960	0.231494	0.168910	0.207941	0.217362	0.279273	0.292059	0.300135	0.218035	0.267160	0.292059	0.248318	0.242261	0.283984	0.246972	0.182369	0.246299	0.286676	0.273890	0.254374	0.251009	0.261777	0.267160	0.298116	0.233513	0.230821	0.220054	0.213997	0.256393	0.194482	0.204576	0.218708	0.224764	0.289367	0.203903	0.279273	0.270525
990269	 0.430013	0.482503	0.450875	0.215343	0.270525	0.000000	0.222746	0.197174	0.251682	0.207941	0.210633	0.187752	0.230148	0.163526	0.229475	0.250336	0.199192	0.183042	0.162180	0.236878	0.200538	0.179677	0.206595	0.193809	0.210633	0.207941	0.245626	0.211978	0.209960	0.196501	0.187079	0.166891	0.240915	0.150740	0.182369	0.197847	0.171602	0.135935	0.251682	0.277927	0.185061	0.167564	0.166891	0.144011	0.199865	0.148048	0.167564	0.223419	0.220054	0.230821	0.213997	0.228129	0.198520	0.212651	0.171602	0.158816	0.207941	0.193809	0.281965	0.167564	0.154105
954340	 0.469044	0.397712	0.434724	0.158143	0.213324	0.222746	0.000000	0.150067	0.298116	0.281965	0.177658	0.211306	0.249664	0.242934	0.213997	0.177658	0.211978	0.212651	0.244280	0.188425	0.173620	0.274563	0.181023	0.248318	0.186406	0.218708	0.201884	0.179677	0.183042	0.251009	0.267833	0.263795	0.160162	0.236878	0.267160	0.248991	0.211306	0.228802	0.238896	0.231494	0.215343	0.234859	0.246972	0.219381	0.233513	0.234859	0.216689	0.273890	0.220054	0.280619	0.263795	0.146030	0.263122	0.174293	0.172275	0.190444	0.269179	0.209287	0.243607	0.259085	0.245626
947627	 0.481830	0.410498	0.444818	0.141992	0.213997	0.197174	0.150067	0.000000	0.307537	0.279946	0.148721	0.226783	0.247645	0.232167	0.209960	0.169583	0.200538	0.203903	0.244953	0.185061	0.172948	0.263795	0.185734	0.233513	0.186406	0.181023	0.201211	0.181023	0.183715	0.247645	0.275236	0.251682	0.152759	0.226783	0.256393	0.228129	0.203230	0.233513	0.234186	0.235532	0.209287	0.257066	0.251009	0.205922	0.225437	0.231494	0.220054	0.285330	0.205922	0.281292	0.254374	0.153432	0.261104	0.160162	0.162180	0.162180	0.272544	0.246299	0.251009	0.254374	0.241588
816087	 0.443472	0.495962	0.469717	0.300135	0.263795	0.251682	0.298116	0.307537	0.000000	0.203903	0.283311	0.271871	0.218708	0.274563	0.288022	0.321669	0.300808	0.281965	0.242934	0.302153	0.265141	0.268506	0.270525	0.288022	0.270525	0.312248	0.242934	0.280619	0.274563	0.272544	0.269179	0.270525	0.305518	0.246972	0.259085	0.273217	0.273890	0.254374	0.318304	0.226110	0.266487	0.256393	0.242934	0.258412	0.281292	0.240242	0.268506	0.300135	0.295424	0.161507	0.214670	0.302826	0.215343	0.303499	0.266487	0.276581	0.210633	0.295424	0.157470	0.250336	0.240915
809189	 0.436070	0.489233	0.455585	0.263122	0.232167	0.207941	0.281965	0.279946	0.203903	0.000000	0.252355	0.236878	0.171602	0.234186	0.274563	0.295424	0.265814	0.248991	0.217362	0.277927	0.236878	0.225437	0.238896	0.257066	0.239569	0.263122	0.193809	0.248991	0.237550	0.230821	0.242934	0.238223	0.281292	0.207268	0.216689	0.230821	0.230148	0.221400	0.269852	0.224092	0.233513	0.229475	0.211978	0.203903	0.253701	0.191117	0.254374	0.288022	0.265141	0.168237	0.180350	0.274563	0.186406	0.279273	0.232840	0.242261	0.115747	0.267833	0.246299	0.213997	0.206595
806723	 0.471063	0.411844	0.439435	0.140646	0.187752	0.210633	0.177658	0.148721	0.283311	0.252355	0.000000	0.221400	0.224764	0.162180	0.198520	0.182369	0.198520	0.208614	0.243607	0.179677	0.172275	0.218035	0.170929	0.179004	0.174293	0.189098	0.185734	0.163526	0.168910	0.199192	0.265141	0.240242	0.172275	0.205249	0.207268	0.211306	0.179677	0.230148	0.222073	0.216016	0.198520	0.234859	0.230821	0.163526	0.222746	0.184388	0.227456	0.275908	0.176312	0.264468	0.238223	0.160834	0.253028	0.156797	0.107672	0.156797	0.243607	0.255720	0.235532	0.204576	0.220727
720729	 0.436070	0.443472	0.416555	0.221400	0.263795	0.187752	0.211306	0.226783	0.271871	0.236878	0.221400	0.000000	0.211978	0.202557	0.213997	0.225437	0.195155	0.173620	0.208614	0.252355	0.213997	0.238896	0.228129	0.213997	0.230148	0.236878	0.251009	0.235532	0.233513	0.204576	0.232840	0.213324	0.216016	0.195828	0.207268	0.210633	0.177658	0.187079	0.249664	0.275236	0.183042	0.212651	0.195828	0.185061	0.181696	0.207268	0.179677	0.244953	0.216689	0.248991	0.228802	0.205249	0.221400	0.207268	0.187079	0.220727	0.241588	0.203903	0.277927	0.209287	0.200538
664158	 0.444818	0.458950	0.426649	0.248318	0.200538	0.230148	0.249664	0.247645	0.218708	0.171602	0.224764	0.211978	0.000000	0.226783	0.236878	0.260431	0.218708	0.209960	0.236878	0.276581	0.228802	0.235532	0.234859	0.213324	0.231494	0.243607	0.152759	0.242934	0.220727	0.226110	0.253701	0.248991	0.243607	0.231494	0.240915	0.196501	0.205922	0.230821	0.239569	0.221400	0.193136	0.230148	0.224764	0.215343	0.207941	0.222073	0.222073	0.271198	0.236878	0.185061	0.162853	0.234186	0.211306	0.232840	0.214670	0.229475	0.163526	0.259085	0.247645	0.231494	0.215343
593544	 0.458277	0.488560	0.464334	0.207941	0.271871	0.163526	0.242934	0.232167	0.274563	0.234186	0.162180	0.202557	0.226783	0.000000	0.234859	0.262450	0.215343	0.192463	0.206595	0.267833	0.231494	0.170256	0.224092	0.151413	0.237550	0.239569	0.255720	0.241588	0.224764	0.124495	0.176985	0.170929	0.242934	0.163526	0.152086	0.206595	0.150740	0.176312	0.259085	0.288022	0.199865	0.209960	0.195828	0.106999	0.202557	0.153432	0.183042	0.236878	0.185061	0.249664	0.206595	0.232840	0.223419	0.226783	0.101615	0.207941	0.219381	0.172948	0.309556	0.152759	0.187079
586332	 0.464334	0.447510	0.426649	0.197847	0.231494	0.229475	0.213997	0.209960	0.288022	0.274563	0.198520	0.213997	0.236878	0.234859	0.000000	0.226110	0.152759	0.169583	0.247645	0.222073	0.171602	0.265141	0.185061	0.203903	0.184388	0.155451	0.251009	0.190444	0.191117	0.248318	0.229475	0.202557	0.214670	0.231494	0.261104	0.226110	0.199865	0.197847	0.209960	0.263122	0.129206	0.259758	0.199192	0.224092	0.161507	0.218708	0.171602	0.176312	0.168237	0.269852	0.250336	0.177658	0.234186	0.146030	0.189771	0.205249	0.269179	0.217362	0.271198	0.256393	0.179004
565897	 0.481830	0.409825	0.462315	0.175639	0.226783	0.250336	0.177658	0.169583	0.321669	0.295424	0.182369	0.225437	0.260431	0.262450	0.226110	0.000000	0.218035	0.228802	0.257739	0.188425	0.175639	0.281292	0.190444	0.257066	0.192463	0.231494	0.222746	0.189098	0.184388	0.267160	0.287349	0.273217	0.081427	0.257739	0.277927	0.235532	0.229475	0.238223	0.257066	0.248991	0.229475	0.278600	0.259085	0.243607	0.233513	0.257066	0.241588	0.298116	0.228802	0.288694	0.279946	0.151413	0.259758	0.191790	0.191790	0.201211	0.289367	0.280619	0.258412	0.265814	0.247645
555079	 0.462988	0.452894	0.425976	0.197847	0.227456	0.199192	0.211978	0.200538	0.300808	0.265814	0.198520	0.195155	0.218708	0.215343	0.152759	0.218035	0.000000	0.066622	0.228802	0.185734	0.172275	0.240915	0.183715	0.187752	0.178331	0.181023	0.239569	0.193136	0.183042	0.226110	0.210633	0.150067	0.203903	0.199865	0.232167	0.198520	0.180350	0.174966	0.194482	0.278600	0.146703	0.220054	0.194482	0.198520	0.151413	0.198520	0.148721	0.202557	0.170256	0.265141	0.229475	0.156124	0.244280	0.109690	0.179004	0.182369	0.248318	0.197174	0.281292	0.228129	0.175639
553272	 0.450875	0.468371	0.422611	0.200538	0.259758	0.183042	0.212651	0.203903	0.281965	0.248991	0.208614	0.173620	0.209960	0.192463	0.169583	0.228802	0.066622	0.000000	0.209287	0.188425	0.179677	0.224092	0.189771	0.193809	0.189098	0.212651	0.251682	0.203903	0.193136	0.203230	0.191790	0.121131	0.213324	0.185061	0.212651	0.189098	0.157470	0.146030	0.225437	0.279946	0.127187	0.203230	0.175639	0.179677	0.154105	0.183715	0.144684	0.200538	0.201884	0.255047	0.213324	0.164872	0.220054	0.129206	0.188425	0.197174	0.232840	0.197174	0.284657	0.211978	0.145357
536135	 0.446837	0.486541	0.461642	0.246299	0.300135	0.162180	0.244280	0.244953	0.242934	0.217362	0.243607	0.208614	0.236878	0.206595	0.247645	0.257739	0.228802	0.209287	0.000000	0.250336	0.218708	0.202557	0.224092	0.222746	0.232840	0.263122	0.264468	0.231494	0.221400	0.218035	0.216016	0.202557	0.240915	0.173620	0.199865	0.226783	0.214670	0.167564	0.267160	0.280619	0.212651	0.187079	0.185061	0.188425	0.224764	0.174293	0.181696	0.253028	0.244953	0.231494	0.220727	0.242261	0.202557	0.250336	0.204576	0.211978	0.226110	0.216689	0.285330	0.193136	0.188425
523025	 0.471063	0.426649	0.457604	0.183042	0.243607	0.236878	0.188425	0.185061	0.302153	0.277927	0.179677	0.252355	0.276581	0.267833	0.222073	0.188425	0.185734	0.188425	0.250336	0.000000	0.155451	0.270525	0.164199	0.269852	0.163526	0.231494	0.201211	0.152759	0.160834	0.279946	0.252355	0.203230	0.181023	0.244280	0.267833	0.261104	0.232840	0.228129	0.261104	0.226110	0.215343	0.246299	0.231494	0.229475	0.242934	0.236205	0.236205	0.292732	0.239569	0.267160	0.279273	0.157470	0.250336	0.135262	0.192463	0.185061	0.264468	0.296097	0.249664	0.246972	0.211306
511006	 0.430686	0.425303	0.442127	0.164199	0.201211	0.200538	0.173620	0.172948	0.265141	0.236878	0.172275	0.213997	0.228802	0.231494	0.171602	0.175639	0.172275	0.179677	0.218708	0.155451	0.000000	0.246299	0.104980	0.240915	0.107672	0.192463	0.172948	0.119785	0.102961	0.244953	0.205249	0.199865	0.160834	0.201211	0.237550	0.236878	0.206595	0.184388	0.241588	0.193136	0.164872	0.216689	0.152759	0.193136	0.189098	0.202557	0.201884	0.247645	0.204576	0.244280	0.246972	0.120458	0.189098	0.136608	0.156797	0.155451	0.240242	0.252355	0.207941	0.218035	0.164199
